Simpangsiabu	id=g:6723400
Bukit Sumpaijalo	id=g:6730046
Gunung Gajahpijuet	id=g:6730047
Gunung Teungkudirambong	id=g:6730048
Perseroan Terbatas Perkebunan Bahbunsons	id=g:6730049
Alue Buloh	id=g:6730050
Alue Teungoh	id=g:6730051
Gunung Cudeuk	id=g:6730052
Alue Bateeplang	id=g:6730053
Alue Simpangleupe	id=g:6730054
Alue Phon	id=g:6730055
Alue Parang	id=g:6730056
Lumpatan	id=g:6730061
Pulau Panjang	id=g:6730179
Lokupau	id=g:6730180
Binti	id=g:6730181
Ujung Lokupau	id=g:6730182
Pulau Tepi	id=g:6730183
Ujung Bodeh	id=g:6730184
Sevilis	id=g:6730185
Gelokepang	id=g:6730186
Lugu Dewa	id=g:6730187
Teluk Lewabenua	id=g:6730188
Ujung Sivove	id=g:6730189
Ujung Sangiran	id=g:6730190
Nevuan	id=g:6730191
Ujung Ranep	id=g:6730192
Ele	id=g:6730193
Leuleu Sangiran	id=g:6730194
Sibogoh	id=g:6730195
Amabaan	id=g:6730196
Dolok Selingkambing	id=g:6730197
Leuleu Amabaan	id=g:6730198
Danau Elauloh	id=g:6730199
Dongi	id=g:6730200
Mitem	id=g:6730201
Luan Lauloh	id=g:6730202
Lamasin	id=g:6730203
Bunon	id=g:6730204
Lamameh	id=g:6730205
Luan Bunon	id=g:6730206
Sigule	id=g:6730207
Etutuk	id=g:6730208
Mekhiau	id=g:6730209
Leuleu Sibusu	id=g:6730210
Leuleu Mitem	id=g:6730211
Luan Sigule	id=g:6730212
Luan Simpangduo	id=g:6730213
Ujung Sigule	id=g:6730214
Ujung Sefakha	id=g:6730215
Ujung Bikhau	id=g:6730216
Danau Etutuk	id=g:6730217
Krueng Geumeuteum	id=g:6730430
Gle Sala	id=g:6730432
Tanjung	id=g:6731184
Lamcok	id=g:6731185
Lamgaboh	id=g:6731186
Lambaro	id=g:6731187
Keudeebieng	id=g:6731188
Alue Blueet	id=g:6731189
Alue Gleleumah	id=g:6731190
Nagaumbang	id=g:6731191
Cot Uteunjok	id=g:6731192
Seubam	id=g:6731193
Gle Aron	id=g:6731194
Gle Ulue	id=g:6731195
Krueng Gentangpirak	id=g:6731196
Deahbaruh	id=g:6731197
Krueng Lebok	id=g:6731198
Gle Babahguga	id=g:6731199
Krueng Reudeung	id=g:6731200
Lamseuninya	id=g:6731201
Gle Keuneukai	id=g:6731202
Pulut	id=g:6731203
Krueng Pageueng	id=g:6731204
Gle Manjang	id=g:6731205
Krueng Pisang	id=g:6731206
Cot Gelanggang	id=g:6731207
Krueng Maulenu	id=g:6731208
Krueng Keuceuli	id=g:6731209
Gleebruk	id=g:6731210
Gle Kaboe	id=g:6731211
Kruengkala	id=g:6731212
Krueng Seumera	id=g:6731213
Alue Ceureh	id=g:6731214
Geunteut	id=g:6731215
Gle Ietijoh	id=g:6731216
Krueng Beusau	id=g:6731217
Lamlung	id=g:6731218
Krueng Pengaper	id=g:6731219
Gle Jo	id=g:6731220
Alue Choeng	id=g:6731221
Krueng Cago	id=g:6731222
Gle Bringen	id=g:6731223
Gle Api	id=g:6731224
Gle Bateegong	id=g:6731225
Gle Reusam	id=g:6731226
Gle Reuleung	id=g:6731227
Gle Leumo	id=g:6731228
Gle Toneng	id=g:6731229
Alue Pincung	id=g:6731230
Lambarokoeih	id=g:6731231
Koeh	id=g:6731232
Alur Tanjung	id=g:6731233
Gle Taron	id=g:6731234
Mureu	id=g:6731235
Gle Demam	id=g:6731236
Mataie	id=g:6731237
Lhang	id=g:6731238
Lampeuteueun	id=g:6731239
Leungeu	id=g:6731240
Lambatee	id=g:6731241
Lamleuot	id=g:6731242
Lampoeoe	id=g:6731243
Grot	id=g:6731244
Cot Trieng	id=g:6731245
Lamtado	id=g:6731246
Mane	id=g:6731247
Gle Naleung	id=g:6731248
Eumpeemah	id=g:6731249
Cot Tunong	id=g:6731250
Gle Leumo	id=g:6731251
Cot Batte Mumbiteh	id=g:6731252
Gle Batee Gla	id=g:6731253
Gle Raya	id=g:6731254
Cot Leupong Jerat	id=g:6731255
Manggra	id=g:6731256
Gle Raya	id=g:6731257
Cot Meuruboh	id=g:6731258
Cot Serampeng	id=g:6731259
Cot Tanohmirah	id=g:6731260
Krueng Mataie	id=g:6731261
Cot Moniku Abo	id=g:6731262
Cot Jeulepe	id=g:6731263
Cot Monpreh	id=g:6731264
Cot Guha Buie	id=g:6731265
Alue Beureula	id=g:6731266
Alue Pegadong	id=g:6731267
Cot Jamun	id=g:6731268
Cot Jeunogong	id=g:6731269
Cot Riwat	id=g:6731270
Cot Bame	id=g:6731271
Lamtanjung	id=g:6731272
Kajeeadang	id=g:6731273
Alue Lueng Pata	id=g:6731274
Blangmiro	id=g:6731275
Sibrehkeumudee	id=g:6731276
Bateejeureula	id=g:6731277
Kruengmak	id=g:6731278
Krueng Koee Ie	id=g:6731279
Alue Batteelienteng	id=g:6731280
Bugo	id=g:6731281
Nya	id=g:6731282
Bateelienteng	id=g:6731283
Lambaro	id=g:6731284
Lambunot	id=g:6731285
Lamjame	id=g:6731286
Lambaruh Tunong	id=g:6731287
Lamlheu	id=g:6731288
Krueng Tuh	id=g:6731289
Lamsat	id=g:6731290
Biluy	id=g:6731291
Turam	id=g:6731292
Ateuklamura	id=g:6731293
Ateuklampanah	id=g:6731294
Ateucut	id=g:6731295
Teubalu	id=g:6731296
Blangkiree	id=g:6731297
Iealang	id=g:6731298
Kajeeleu	id=g:6731299
Lambleut	id=g:6731300
Neuso	id=g:6731301
Lampahjaban	id=g:6731302
Lamteungoh	id=g:6731303
Lubok	id=g:6731304
Cotguo	id=g:6731305
Cotmantiwan	id=g:6731306
Lambareh	id=g:6731307
Lamkutat	id=g:6731308
Krueng Lingta	id=g:6731309
Lamsinye	id=g:6731310
Buktah	id=g:6731311
Lamoe	id=g:6731312
Lamjampak	id=g:6731313
Paleuh	id=g:6731314
Aneukgolong Satu	id=g:6731315
Krueng Lampohjok	id=g:6731316
Aneukbatee	id=g:6731317
Lampisang	id=g:6731318
Aneukgolong Dua	id=g:6731319
Klieng	id=g:6731320
Blangpreh	id=g:6731321
Ineu	id=g:6731322
Jerat Babunot	id=g:6731323
Tampak	id=g:6731324
Seumeureung	id=g:6731325
Keumire	id=g:6731326
Leupeungbateu	id=g:6731327
Tampakblang	id=g:6731328
Tantuha	id=g:6731329
Lambirah Satu	id=g:6731330
Cotbayu	id=g:6731331
Krueng Luengalue	id=g:6731332
Glejai	id=g:6731333
Baed	id=g:6731334
Luthu	id=g:6731335
Reulengkarieng	id=g:6731336
Kampung Baroh	id=g:6731337
Panterawa	id=g:6731338
Alur Seupeung	id=g:6731339
Alue Lho	id=g:6731340
Krueng Mataielampingan	id=g:6731341
Krueng Luthu	id=g:6731342
Leupungriwat	id=g:6731343
Leupungrajeuk	id=g:6731344
Bughu	id=g:6731345
Cot Pineung	id=g:6731346
Cot Batee Tamong	id=g:6731347
Aracungkit	id=g:6731348
Lamara Tunong	id=g:6731349
Lambaro	id=g:6731350
Cot Bunot	id=g:6731351
Krueng Samahani	id=g:6731352
Cot Simpangrot	id=g:6731353
Krueng Cabanadua	id=g:6731354
Krueng Tuanmirah	id=g:6731355
Krueng Uteubapineung	id=g:6731356
Cot Mombatee	id=g:6731357
Cot Luengang	id=g:6731358
Krueng Bateetaman	id=g:6731359
Cot Klue	id=g:6731360
Cot Co	id=g:6731361
Cot Meunalong	id=g:6731362
Cot Kareungbrauk	id=g:6731363
Krueng Uratme	id=g:6731364
Keureuweung	id=g:6731365
Krueng Taleuk	id=g:6731366
Cot Bateeice	id=g:6731367
Cot Batee	id=g:6731368
Alue Kla	id=g:6731369
Cot Sibayu	id=g:6731370
Cot Ema	id=g:6731371
Cot Goh Dua	id=g:6731372
Alue Cut	id=g:6731373
Cot Parangpatah	id=g:6731374
Cot Geulampusat	id=g:6731375
Krueng Lamkarueng	id=g:6731376
Anueglee	id=g:6731377
Meunara	id=g:6731378
Sermo	id=g:6731379
Lingam Ujung	id=g:6731380
Lingam Daya	id=g:6731381
Cotbade	id=g:6731382
Samahani	id=g:6731383
Monatue	id=g:6731384
Jruk	id=g:6731385
Uempieh	id=g:6731386
Uleeoe	id=g:6731387
Seulangai	id=g:6731388
Reulengglumpang	id=g:6731389
Krueng Sabana	id=g:6731390
Grot	id=g:6731391
Lamme	id=g:6731392
Cotgaeh	id=g:6731393
Reudeub	id=g:6731394
Lamsiteh	id=g:6731395
Pantekareng	id=g:6731396
Bakcirih	id=g:6731397
Teubangphui	id=g:6731398
Alue Seupeung	id=g:6731399
Lamnga	id=g:6731400
Waraba	id=g:6731401
Bung Tujuh	id=g:6731402
Bira	id=g:6731403
Lamoe	id=g:6731404
Uleehat	id=g:6731405
Baklumpang	id=g:6731406
Alue Tuba	id=g:6731407
Bakditip	id=g:6731408
Perumping	id=g:6731409
Lam Raya	id=g:6731410
Sehelap	id=g:6731411
Lampohkleng	id=g:6731412
Eumpeebata	id=g:6731413
Kampung Bung	id=g:6731414
Kayeekunyet	id=g:6731415
Prumpieng Dua	id=g:6731416
Cotseunong	id=g:6731417
Lambada	id=g:6731418
Cotbagie	id=g:6731419
Cotilip	id=g:6731420
Kampung Blang	id=g:6731421
Cotnambak	id=g:6731422
Cotmancong	id=g:6731423
Lamtiteh	id=g:6731424
Alue Choeng	id=g:6731425
Datamakmur	id=g:6731426
Aranluengkee	id=g:6731427
Cot Kutateu	id=g:6731428
Atong	id=g:6731429
Bakcarah	id=g:6731430
Bung Raya	id=g:6731431
Alue Lhang	id=g:6731432
Lhang	id=g:6731433
Alue Dua	id=g:6731434
Bungdarah	id=g:6731435
Krueng Ateuk	id=g:6731436
Lambeutong	id=g:6731437
Limo	id=g:6731438
Empeara	id=g:6731439
Uleekareung	id=g:6731440
Lamilei	id=g:6731441
Lampupok	id=g:6731442
Lamlubak	id=g:6731443
Lheu	id=g:6731444
Seuot	id=g:6731445
Siron	id=g:6731446
Krueng Asan	id=g:6731447
Reukih	id=g:6731448
Lampanah	id=g:6731449
Sinjheu	id=g:6731450
Sihom	id=g:6731451
Alue Pineung	id=g:6731452
Riting	id=g:6731453
Alue Meuleusong	id=g:6731454
Alue Keunnikie	id=g:6731455
Alue Kang	id=g:6731456
Alue Paku	id=g:6731457
Cot Gohraya	id=g:6731458
Cot Perahu	id=g:6731459
Cot Eumpung Tudong	id=g:6731460
Cot Serampeung	id=g:6731461
Alue Jeureu	id=g:6731462
Cot Goh Leumo	id=g:6731463
Cot Bakrueng	id=g:6731464
Alue Keuliling	id=g:6731465
Nanas	id=g:6732114
Rimbapanjang	id=g:6732115
Tambang	id=g:6732116
Sungaipinang	id=g:6732117
Poro	id=g:6732118
Aursat	id=g:6732119
Duit	id=g:6732120
Bago	id=g:6732121
Padangluas	id=g:6732122
Sungai Lye	id=g:6732123
Tanjung	id=g:6732124
Pulaubayu	id=g:6732125
Gobah	id=g:6732126
Sungai Kuamang	id=g:6732127
Sungai Pao	id=g:6732128
Sungai Geringging	id=g:6732129
Sungai Kilang	id=g:6732130
Sungai Duit	id=g:6732131
Duriantandang	id=g:6732132
Sungai Rumbai	id=g:6732133
Beringinindah	id=g:6732134
Sukamenanti	id=g:6732135
Simpangbaru	id=g:6732136
Kampungtengah	id=g:6732137
Sukadamai	id=g:6732138
Sidomulyo	id=g:6732139
Rumahtinggi	id=g:6732140
Sungaiininten	id=g:6732141
Perhentianmarapuyan	id=g:6732142
Pasirputih	id=g:6732143
Sungai Kelulud	id=g:6732144
Sungai Langging	id=g:6732145
Sungai Tangun	id=g:6732146
Sungai Cuda	id=g:6732147
Kampungpinang	id=g:6732148
Kampungkoto	id=g:6732149
Ampangpetas	id=g:6732150
Pulausialang	id=g:6732151
Perupuk	id=g:6732152
Danau Lubuksiam	id=g:6732153
Danau Atehutan	id=g:6732154
Empangkampar	id=g:6732155
Danau Raja	id=g:6732156
Danau Perupuk	id=g:6732157
Kualu Satu	id=g:6732158
Kualu Dua	id=g:6732159
Sungai Kanaui	id=g:6732160
Pematanggoting	id=g:6732161
Bancadanan	id=g:6732162
Bengkudu	id=g:6732163
Pulaupulau	id=g:6732164
Kasangkulim Dua	id=g:6732165
Teluk Kenidai	id=g:6732166
Telukjaring	id=g:6732167
Sungai Kulim	id=g:6732168
Lubuksiam	id=g:6732169
Appongpalai	id=g:6732170
Kasangmesjid	id=g:6732171
Kayuaro	id=g:6732172
Rimabahempelas	id=g:6732173
Sukasai	id=g:6732174
Simpangtiga	id=g:6732175
Parit	id=g:6732176
Sungai Kualu	id=g:6732177
Sungai Bagan	id=g:6732178
Bencah Bekasik	id=g:6732179
Kemunting	id=g:6732180
Desa Korowelang Anyar	id=g:6732371
Desa Bangunsari	id=g:6732372
Desa Wonosari	id=g:6732373
Desa Kalirejo	id=g:6732374
Desa Kaliayu	id=g:6732375
Desa Korowelang Kulon	id=g:6732376
Desa Tanjungmojo	id=g:6732377
Desa Sidomulyo	id=g:6732378
Desa Juwiring	id=g:6732379
Desa Kalirandu Gede	id=g:6732380
Desa Magersari	id=g:6732381
Desa Kumpulrejo	id=g:6732382
Desa Bangunrejo	id=g:6732383
Kelurahan Balok	id=g:6732384
Kelurahan Bandengan	id=g:6732385
Desa Rejosari	id=g:6732386
Desa Damarsari	id=g:6732387
Desa Sukolilan	id=g:6732388
Kelurahan Langenharjo	id=g:6732389
Kelurahan Pekauman	id=g:6732390
Kelurahan Ngilir	id=g:6732391
Kelurahan Karangsari	id=g:6732392
Desa Turunrejo	id=g:6732393
Desa Lebosari	id=g:6732394
Desa Karangayu	id=g:6732395
Desa Cepiring	id=g:6732396
Desa Purwosari	id=g:6732397
Desa Jambearum	id=g:6732398
Kelurahan Bugangin	id=g:6732399
Desa Pegulon	id=g:6732400
Kelurahan Patukangan	id=g:6732401
Kelurahan Banyutowo	id=g:6732402
Desa Gondang	id=g:6732403
Desa Karangsuno	id=g:6732404
Desa Kebonharjo	id=g:6732405
Desa Purwokerto	id=g:6732406
Kelurahan Jetis	id=g:6732407
Kelurahan Sijeruk	id=g:6732408
Kelurahan Kebondalem	id=g:6732409
Desa Truko	id=g:6732410
Desa Botomulyo	id=g:6732411
Desa Tambakrejo	id=g:6732412
Kelurahan Tunggulrejo	id=g:6732413
Desa Bulugede	id=g:6732414
Kelurahan Kalibuntu Wetan	id=g:6732415
Kelurahan Jotang	id=g:6732416
Kelurahan Ketapang	id=g:6732417
Desa Rejosari	id=g:6732418
Desa Nonorejo	id=g:6732419
Desa Purwokerto	id=g:6732420
Desa Lanji	id=g:6732421
Desa Dodosari	id=g:6732422
Desa Margosari	id=g:6732423
Kelurahan Sukodono	id=g:6732424
Kelurahan Trompo	id=g:6732425
Desa Kumpulrejo	id=g:6732426
Desa Karangtengah	id=g:6732427
Desa Podosari	id=g:6732428
Desa Pandes	id=g:6732429
Desa Penanggulan	id=g:6732430
Desa Bojonggede	id=g:6732431
Desa Putatgede	id=g:6732432
Kelurahan Candiroto	id=g:6732433
Desa Brangsong	id=g:6732434
Desa Bonadem	id=g:6732435
Desa Gebang	id=g:6732436
Desa Gemuhblanten	id=g:6732437
Desa Tamangede	id=g:6732438
Desa Gubuksari	id=g:6732439
Desa Pucangrejo	id=g:6732440
Desa Banyuurip	id=g:6732441
Desa Tempelrejo	id=g:6732442
Desa Tosari	id=g:6732443
Desa Sidorejo	id=g:6732444
Desa Plantaran	id=g:6732445
Desa Krompaan	id=g:6732446
Desa Pegandon	id=g:6732447
Desa Pesawahan	id=g:6732448
Desa Karangmulyo	id=g:6732449
Desa Sudipayung	id=g:6732450
Desa Mojo	id=g:6732451
Desa Sedayu	id=g:6732452
Desa Tegorejo	id=g:6732453
Desa Pamriyan	id=g:6732454
Desa Ngampel Kulon	id=g:6732455
Desa Blorok	id=g:6732456
Desa Sukomulyo	id=g:6732457
Desa Magelung	id=g:6732458
Desa Penjalin	id=g:6732459
Desa Kertomulyo	id=g:6732460
Desa Kebonagung	id=g:6732461
Desa Sumbersari	id=g:6732462
Desa Margomulyo	id=g:6732463
Desa Cepokomulyo	id=g:6732464
Desa Dawungsari	id=g:6732465
Desa Rejosari	id=g:6732466
Desa Tunggulsari	id=g:6732467
Desa Sumur	id=g:6732468
Kecamatan Pegandon	id=g:6732469
Kecamatan Brangsong	id=g:6732470
Kecamatan Patebon	id=g:6732471
Kecamatan Kotakendal	id=g:6732472
Gebang Dua	id=g:6732473
Margorejo	id=g:6732474
Platoksari	id=g:6732475
Pilangsari	id=g:6732476
Malangsari Dua	id=g:6732477
Malangsari Satu	id=g:6732478
Bangunsari	id=g:6732479
Sopoyono	id=g:6732480
Mulyosari	id=g:6732481
Legoksari	id=g:6732482
Kauman	id=g:6732483
Krajan	id=g:6732484
Gebang Satu	id=g:6732485
Pidodo	id=g:6732486
Ngemplak	id=g:6732487
Juwiring Lor	id=g:6732488
Tegalsari	id=g:6732489
Tambaksari	id=g:6732490
Welangsari	id=g:6732491
Rejosari	id=g:6732492
Klangenan	id=g:6732493
Wonosari	id=g:6732494
Binangun Lor	id=g:6732495
Binangun Kidul	id=g:6732496
Wonokerto	id=g:6732497
Kali Buntu	id=g:6732498
Barusari Lor	id=g:6732499
Lapangan	id=g:6732500
Jungsemi	id=g:6732501
Wedari	id=g:6732502
Kalibalik	id=g:6732503
Kalingaglik	id=g:6732504
Jetakan	id=g:6732505
Sarimulyo	id=g:6732506
Ringinmulyo	id=g:6732507
Juwiring Kidul	id=g:6732508
Kreteksari	id=g:6732509
Kalirandu	id=g:6732510
Kali Giling	id=g:6732511
Margersari	id=g:6732512
Korowelang Lor	id=g:6732513
Korowelang Kidul	id=g:6732514
Kencanasari	id=g:6732515
Sukolilan Dua	id=g:6732516
Krajansari	id=g:6732517
Puwon	id=g:6732518
Barusari Kidul	id=g:6732519
Pesantren	id=g:6732520
Krajan	id=g:6732521
Gigisik	id=g:6732522
Kali Blorong	id=g:6732523
Gambiran	id=g:6732524
Balun	id=g:6732525
Limbangan	id=g:6732526
Waluh	id=g:6732527
Bokinkin	id=g:6732528
Rejomulyo	id=g:6732529
Blarakan Kulon	id=g:6732530
Damarsari	id=g:6732531
Marong Kulon	id=g:6732532
Sukolilan Satu	id=g:6732533
Marang Wetan	id=g:6732534
Balok	id=g:6732535
Betahmalang	id=g:6732536
Kangkung	id=g:6732537
Balong	id=g:6732538
Raharjo	id=g:6732539
Krajan Lor	id=g:6732540
Krajan Kidul	id=g:6732541
Wates	id=g:6732542
Kendayaan	id=g:6732543
Karangtengah	id=g:6732544
Duwet	id=g:6732545
Blarakan Wetan	id=g:6732546
Tirtosari	id=g:6732547
Cepiringtegal	id=g:6732548
Seringan Tengah	id=g:6732549
Saribaru	id=g:6732550
Gondoarum	id=g:6732551
Krajan	id=g:6732552
Manggisan	id=g:6732553
Mijen	id=g:6732554
Kempil	id=g:6732555
Pekauman	id=g:6732556
Pegulon	id=g:6732557
Ngilir	id=g:6732558
Patukangan	id=g:6732559
Srendeng	id=g:6732560
Banyutowo	id=g:6732561
Sijaro	id=g:6732562
Persilan	id=g:6732563
Ngemplak	id=g:6732564
Lebosari Kulon	id=g:6732565
Teguhan	id=g:6732566
Pekeongan Lor	id=g:6732567
Penjor	id=g:6732568
Jambu	id=g:6732569
Karangrejo	id=g:6732570
Pecarikan	id=g:6732571
Kali Suling	id=g:6732572
Saribaru	id=g:6732573
Sambung	id=g:6732574
Bodri	id=g:6732575
Babadan	id=g:6732576
Karangpitu	id=g:6732577
Patebontempel	id=g:6732578
Babadankauman	id=g:6732579
Jambe Kidul	id=g:6732580
Jambe Lor	id=g:6732581
Bulak	id=g:6732582
Sukup Kulon	id=g:6732583
Sukup Wetan	id=g:6732584
Jetis	id=g:6732585
Purin	id=g:6732586
Dodogan	id=g:6732587
Kebondalem	id=g:6732588
Karanggeneng	id=g:6732589
Gempolsari	id=g:6732590
Gempolsari	id=g:6732591
Wareng	id=g:6732592
Turunsih	id=g:6732593
Krayapan	id=g:6732594
Panggangayam	id=g:6732595
Krajan	id=g:6732596
Palaman	id=g:6732597
Gondang	id=g:6732598
Jambangan	id=g:6732599
Pekeongan Kidul	id=g:6732600
Babadan Kidul	id=g:6732601
Lanji	id=g:6732602
Kali Posong	id=g:6732603
Tambakroto	id=g:6732604
Longok	id=g:6732605
Karangbalikan	id=g:6732606
Pakintelan	id=g:6732607
Gelom	id=g:6732608
Rengas	id=g:6732609
Tunggulrejo	id=g:6732610
Tesihgembel	id=g:6732611
Jotang Dua	id=g:6732612
Jotang Satu	id=g:6732613
Trompo Satu	id=g:6732614
Kersan	id=g:6732615
Jember	id=g:6732616
Surapati	id=g:6732617
Mijen	id=g:6732618
Malang	id=g:6732619
Norowito Satu	id=g:6732620
Beberan	id=g:6732621
Kadinding	id=g:6732622
Kali Waridin	id=g:6732623
Truko Kidul	id=g:6732624
Kali Waridin	id=g:6732625
Glandang	id=g:6732626
Saribaru	id=g:6732627
Debong Lor	id=g:6732628
Debong Kidul	id=g:6732629
Padatan	id=g:6732630
Pilang	id=g:6732631
Dasri	id=g:6732632
Suropadan	id=g:6732633
Jembangan	id=g:6732634
Deliksari	id=g:6732635
Getas Kidul	id=g:6732636
Getas Lor	id=g:6732637
Singopati	id=g:6732638
Jotang Tiga	id=g:6732639
Trompo Dua	id=g:6732640
Trompo Tiga	id=g:6732641
Sono	id=g:6732642
Gaden	id=g:6732643
Widoro	id=g:6732644
Cangkring	id=g:6732645
Babat	id=g:6732646
Gempolbapang	id=g:6732647
Jipang	id=g:6732648
Kumpulrejo Selatan	id=g:6732649
Kamal	id=g:6732650
Podosari	id=g:6732651
Pandes Dua	id=g:6732652
Pandes Satu	id=g:6732653
Podowaras	id=g:6732654
Pandes Tiga	id=g:6732655
Tamanan	id=g:6732656
Getas	id=g:6732657
Karangturi	id=g:6732658
Kauman	id=g:6732659
Pegendingan	id=g:6732660
Gersan	id=g:6732661
Kali Sukup	id=g:6732662
Bulu Kulon	id=g:6732663
Bulu Tengah	id=g:6732664
Bulu Wetan	id=g:6732665
Bojonggede	id=g:6732666
Krajan	id=g:6732667
Dompal	id=g:6732668
Karangmalang	id=g:6732669
Tridi	id=g:6732670
Toboyo	id=g:6732671
Brangsong Kidul	id=g:6732672
Brangsong Lor	id=g:6732673
Bonadem	id=g:6732674
Karangtengah Lor	id=g:6732675
Sendanggendeng	id=g:6732676
Kedungrombeng	id=g:6732677
Sekopek Wetan	id=g:6732678
Kebonsari	id=g:6732679
Sekopek Kulon	id=g:6732680
Sarimulyo	id=g:6732681
Gebang Lor	id=g:6732682
Gebang Tengah	id=g:6732683
Krompoan Kulon	id=g:6732684
Blanten	id=g:6732685
Gendingan	id=g:6732686
Plosokrajan	id=g:6732687
Krajan	id=g:6732688
Tempel	id=g:6732689
Krajan	id=g:6732690
Pesantren	id=g:6732691
Krajan	id=g:6732692
Pegandon Utara	id=g:6732693
Pegubungan	id=g:6732694
Minongo	id=g:6732695
Pucang Kulon	id=g:6732696
Pucang Tengah	id=g:6732697
Pucangkowi	id=g:6732698
Bengkelo	id=g:6732699
Bojongglidig	id=g:6732700
Pulul Kulon	id=g:6732701
Klorak	id=g:6732702
Kali Tengah	id=g:6732703
Banyuuripmalang	id=g:6732704
Doropayung	id=g:6732705
Siwalan	id=g:6732706
Kersan	id=g:6732707
Tempingan	id=g:6732708
Binangun	id=g:6732709
Tangkisan	id=g:6732710
Demangan	id=g:6732711
Patukangan	id=g:6732712
Kedungpucung	id=g:6732713
Tegalsari	id=g:6732714
Langensari	id=g:6732715
Gladagsari	id=g:6732716
Gebang Kidul	id=g:6732717
Pawong	id=g:6732718
Krompokan Wetan	id=g:6732719
Sedayukrajan	id=g:6732720
Karangturi	id=g:6732721
Kersan	id=g:6732722
Stasium Bodri	id=g:6732723
Pegndon Tengah	id=g:6732724
Pesarean	id=g:6732725
Cegungan	id=g:6732726
Pegandon Timur	id=g:6732727
Diwek	id=g:6732728
Pagongan Lor	id=g:6732729
Pedalangan	id=g:6732730
Banyuurip Wetan	id=g:6732731
Sudikampir	id=g:6732732
Kalijaran	id=g:6732733
Pilang	id=g:6732734
Sembung	id=g:6732735
Pujirejo	id=g:6732736
Kemiri	id=g:6732737
Gedong	id=g:6732738
Tegalpolo	id=g:6732739
Loning	id=g:6732740
Podowaras	id=g:6732741
Krajan	id=g:6732742
Ragil	id=g:6732743
Lotingan	id=g:6732744
Bumensari	id=g:6732745
Gentansari	id=g:6732746
Proto Lor	id=g:6732747
Suropadan	id=g:6732748
Laban	id=g:6732749
Mojotempel	id=g:6732750
Pamriyankrajan	id=g:6732751
Tegalayang	id=g:6732752
Rowoaking	id=g:6732753
Mojo	id=g:6732754
Galih	id=g:6732755
Galih Lor	id=g:6732756
Pangempon	id=g:6732757
Pugawati	id=g:6732758
Pagongan Kidul	id=g:6732759
Krajan	id=g:6732760
Grontol	id=g:6732761
Penyangkringan	id=g:6732762
Tegalpolo	id=g:6732763
Kebonagung Dua	id=g:6732764
Krajan	id=g:6732765
Krajan Satu	id=g:6732766
Kebonagung Satu	id=g:6732767
Sidorukun	id=g:6732768
Sidomoro	id=g:6732769
Ngabean	id=g:6732770
Sadangsari	id=g:6732771
Wonosari	id=g:6732772
Wonosari	id=g:6732773
Dukuh	id=g:6732774
Sadang	id=g:6732775
Gelung	id=g:6732776
Dampaan	id=g:6732777
Pereil	id=g:6732778
Kali Loning	id=g:6732779
Loning	id=g:6732780
Sigrobayan	id=g:6732781
Pulon	id=g:6732782
Kwangsan	id=g:6732783
Karangsari	id=g:6732784
Grogol	id=g:6732785
Piliran	id=g:6732786
Proto Wetan	id=g:6732787
Kali Loningan	id=g:6732788
Lohsari	id=g:6732789
Gebanganom	id=g:6732790
Sumur	id=g:6732791
Karangsari	id=g:6732792
Malanggaten	id=g:6732793
Kali Piji	id=g:6732794
Welang	id=g:6732795
Tabak	id=g:6732796
Pakisari	id=g:6732797
Blorong	id=g:6732798
Kali Bedo	id=g:6732799
Ngemplak	id=g:6732800
Kebonagung Tiga	id=g:6732801
Grogol Tengah	id=g:6732802
Balongan	id=g:6732803
Krajan	id=g:6732804
Tegal	id=g:6732805
Kali Penut	id=g:6732806
Manggal	id=g:6732807
Sureman	id=g:6732808
Galih Wetan	id=g:6732809
Galih Kidul	id=g:6732810
Krajan	id=g:6732811
Pesantren	id=g:6732812
Tegal	id=g:6732813
Jonggolan	id=g:6732814
Krajan	id=g:6732815
Tegalsari	id=g:6732816
Krajan	id=g:6732817
Grogol	id=g:6732818
Bangunsari	id=g:6732819
Kraukilan	id=g:6732820
Ngrahu	id=g:6732821
Desa Galih	id=g:6732822
Desa Ngampel Wetan	id=g:6732823
Buttadidia	id=g:6732841
Bontoramba Satu	id=g:6732842
Sileo Dua	id=g:6732843
Sileo Satu	id=g:6732844
Kecamatan Galesong Utara	id=g:6732868
Kecamatan Mappakasunggu	id=g:6732869
Kecamatan Bajeng	id=g:6732870
Kecamatan Galesong Selatan	id=g:6732871
Kecamatan Bontonompo	id=g:6732872
Bululinring	id=g:6732873
Kecamatan Polombangkeng Selatan	id=g:6732874
Bontolamgnga	id=g:6732875
Jamarang	id=g:6732876
Tala	id=g:6732877
Parang	id=g:6732878
Tabaringan	id=g:6732879
Karampuang	id=g:6732880
Bontoa	id=g:6732881
Bontokaddopepe	id=g:6732882
Kalukuang	id=g:6732883
Borong	id=g:6732884
Bontocinde	id=g:6732885
Labakkang	id=g:6732886
Pajalau	id=g:6732887
Bontobiraeng	id=g:6732888
Borongkalamasa	id=g:6732889
Rajaraja	id=g:6732890
Borongbilalang	id=g:6732891
Bontobila	id=g:6732892
Talangtalang	id=g:6732893
Parangbanda	id=g:6732894
Ritaya	id=g:6732895
Bontoa	id=g:6732896
Taipaleleng	id=g:6732897
Bontobiraeng	id=g:6732898
