Pionerlager’ Zhemchuzhina	id=g:870499
Gora Ostraya	id=g:871257
Posëlok Rybzavoda	id=g:871258
Lesnoy	id=g:871259
Stantsiya Poyakonda	id=g:871260
Priozërnyy	id=g:871261
Gora Vincha	id=g:871262
Ozero Vincha	id=g:871263
Mys Kamenistyy	id=g:871264
Ostrov Bol’shoy Gal’mun	id=g:871265
Ostrova Vlasova	id=g:871266
Ostrova Gorelyye	id=g:871267
Ostrov Ovechiy	id=g:871268
Ostrov Malyy	id=g:871269
Beloye More	id=g:871270
Valas-Ruchey	id=g:871271
Ruch’i	id=g:871272
Mys Podnavolok	id=g:871273
Ostrov Lambki	id=g:871274
Banka Sadko	id=g:871275
Proliv Vostochnaya Ryashkova Salma	id=g:871276
Gora Izbnaya	id=g:871277
Ostrov Sharapova	id=g:871278
Mys Devichiy	id=g:871279
Mys Kivikanda	id=g:871280
Mys Patochnyy	id=g:871281
Ostrov Morskaya Korga	id=g:871282
Guba Makunskaya	id=g:871283
Banka Vol’ostrovskaya	id=g:871284
Proliv Vol’ostrovskaya Salma	id=g:871285
Ostrov Nablyudeniy	id=g:871286
Padiskiye Gory	id=g:871287
Ozero Vaskozero	id=g:871288
Ozero Shaniyarvi	id=g:871289
Ozero Glubokoye	id=g:871290
Ozero Purnozero	id=g:871291
Gora Nyauvara	id=g:871292
Ozero Rubashechnoye	id=g:871293
Ozero Bolotnoye	id=g:871294
Gora Kalguvara	id=g:871295
Kulat	id=g:871296
Turbaza Slyudinka	id=g:871297
Senaya	id=g:871298
Gora Sharivaraka	id=g:871299
Ostrov Reutoshuari	id=g:871300
Ozero Yelovoye	id=g:871301
Ozero Beloye	id=g:871302
Ostrov Matyushi	id=g:871303
Gora Marivaraka	id=g:871304
Ozero Korpiyarvi	id=g:871305
Ozero Lapot’	id=g:871306
Stantsiya Loukhi	id=g:871307
Ozero Panovo	id=g:871308
Gora Panova	id=g:871309
Ozero Nizhnyaya Lamba	id=g:871310
Porog Krivoy	id=g:871311
Ozero Mutaozero	id=g:871312
Kalayoki	id=g:871313
Ozero Travyanoye	id=g:871314
Ozero Sennoye	id=g:871315
Urochishche Kivi	id=g:871316
Ozero Medvezh’ye	id=g:871317
Ostanovochnyy Punkt 1014 km	id=g:871318
Porog Murash	id=g:871319
Gora Vakshelashvara	id=g:871320
Porog Mendovyy	id=g:871321
Ozero Nizhneye Vaskozero	id=g:871322
Ozero Dolgaya Lambina	id=g:871323
Ozero Valasozero	id=g:871324
Ozero Osinovoye	id=g:871325
Ozero Kamennoye	id=g:871326
Ozero Nizhneye Dorozhnoye	id=g:871327
Ozero Verhneye Dorozhnoye	id=g:871328
Ozero Vidozero	id=g:871329
Ozero Krivoye	id=g:871330
Porog Dolgiy	id=g:871331
Ozero Vita	id=g:871332
Ozero Liet	id=g:871333
Ozero Kamennoye	id=g:871334
Ozero Verkhneye Verkozero	id=g:871335
Ozero Nizhhneye Verkozero	id=g:871336
Ozero Petrozero	id=g:871337
Gory Postel’nyye	id=g:871338
Gory Korytnyye	id=g:871339
Urochishche Shestoy Kvartal	id=g:871340
Gora Ryabovara	id=g:871341
Ozero Stepanovo	id=g:871342
Guba Stepanova	id=g:871343
Ozero Uniyarvi	id=g:871344
Ozero Rezvozero	id=g:871345
Gora Ulitina	id=g:871346
Ozero Lebedinoye	id=g:871347
Ozero Kundomayarvi	id=g:871348
Ozero Shuriyarvi	id=g:871349
Nol’ozero	id=g:871350
Rosomakha	id=g:871351
Nol’ozërskaya	id=g:871352
Ozero Verkhnyaya Pazhma	id=g:871353
Ozero Matkayarvi	id=g:871354
Porog Voron’ya	id=g:871355
Ozero Kruglaya Lambina	id=g:871356
Ozero Verkhneye Nigrozero	id=g:871357
Ozero Bol’shoy Zimnik	id=g:871358
Ozero Ivanovo	id=g:871359
Ozero Keshkozero	id=g:871360
Ozero Korchozero	id=g:871361
Guba Nol’guba	id=g:871362
Izba Nol’guba	id=g:871363
Ozero Pudos	id=g:871364
Chastyye Ostrova	id=g:871365
Ostrov Rakhka	id=g:871366
Ostrov Petrov	id=g:871367
Ostrov Korovyy	id=g:871368
Guba Varaka	id=g:871369
Ozero Uglovoye	id=g:871370
Gora Randavara	id=g:871371
Ozero Kamenistoye	id=g:871372
Ozero Kamennoye	id=g:871373
Ozero Bol’shoye Yelovoye	id=g:871374
Ozero Shalmozero	id=g:871375
Ozero Nikozero	id=g:871376
Gora Romanovskaya	id=g:871377
Ozero Prokhnovoye	id=g:871378
Yelovyye Ozëra	id=g:871379
Ozero Malyy Zimnik	id=g:871380
Ozëra Kumzhevyye	id=g:871381
Ozero Rugozero	id=g:871382
Ozero Pavlova	id=g:871383
Ostrov Yelovyy	id=g:871384
Mys Berëzovyy Navolok	id=g:871385
Ostrov Golyy	id=g:871386
Porog Kupchinnyy	id=g:871387
Ozëra Kumyazhoy	id=g:871388
Porog Gorodetskiy	id=g:871389
Porog Yeremeyevskiy	id=g:871390
Ostrov Vysokiy	id=g:871391
Mys Savvatiyevskiy	id=g:871392
Ostrova Krestovyye	id=g:871393
Porog Nil’mogubskiy	id=g:871394
Mys Peschanyy	id=g:871395
Ozero Chërnoye	id=g:871396
Ozero Uzkoye	id=g:871397
Gora Panfilova	id=g:871398
Mys Panfilov	id=g:871399
Urochishche Yelovyy Navolok	id=g:871400
Gora Novosëly	id=g:871401
Ozero Kamennoye	id=g:871402
Storonniye Ozëra	id=g:871403
Stantsiya Polyarnyy Krug	id=g:871404
Ozero Sigovoye	id=g:871405
Ozero Plotnichnoye	id=g:871406
Ozero Glubokoye Plotnichnoye	id=g:871407
Ozero Kamennoye	id=g:871408
Ozero Urakko	id=g:871409
Gora Girvasbor	id=g:871410
Ozero Sennoye	id=g:871411
Vuotvaraka	id=g:871412
Karel’skiy	id=g:871413
Khita Varaka	id=g:871414
Ozero Yelovoye	id=g:871415
Ozero Kopatozero	id=g:871416
Ozero Kaytovo	id=g:871417
Kotozero	id=g:871418
Ozero Vazhenka	id=g:871419
Ostrov Bol’shoy Oleniy	id=g:871420
Ozero Nizhneye Pulongskoye	id=g:871421
Malinovaya Varaka	id=g:871422
Kangash	id=g:871423
Ostrov Dolgiy	id=g:871424
Sredniy	id=g:871425
Mel’nichnaya	id=g:871426
Ozero Dolgoye	id=g:871427
Porog Krasnobystryy	id=g:871428
Porog Maslyanyy	id=g:871429
Porog Pavlovskiy	id=g:871430
Porog Kolupayevskiy	id=g:871431
Ozero Varatskoye	id=g:871432
Porog Varatskiy	id=g:871433
Ozero Sukhogubskoye	id=g:871434
Gora Postel’naya	id=g:871435
Ozero Bol’shoye Kamennoye	id=g:871436
Ozero Severnoye Kamennoye	id=g:871437
Ozero Sredneye Popovo	id=g:871438
Ozero Verkhneye Popovo	id=g:871439
Ozero Bol’shoye Vorochistoye	id=g:871440
Ozero Sidorovo	id=g:871441
Ozero Uzkoye	id=g:871442
Ozero Zhemuzhnoye	id=g:871443
Izba Il’inskaya	id=g:871444
Ostrov Malyy Sedlovatyy	id=g:871445
Ostrov Lesnoy	id=g:871446
Izba Chernyaikha	id=g:871447
Ostrov Kokoikha	id=g:871448
Ostrov Pokormezhnyy	id=g:871449
Gora Shadrinskaya	id=g:871450
Ozero Gremyakha	id=g:871451
Mys Pribytkin	id=g:871452
Ostrov Medvezhiy	id=g:871453
Mys Kartesh	id=g:871454
Ostrova Ileyki	id=g:871455
Ostrov Ploskaya Luda	id=g:871456
Ostrov Medyanka	id=g:871457
Ostrov Luda Pesochnaya	id=g:871458
Pristan’ Chkalovskiy	id=g:871459
Porog Keretskiy	id=g:871460
Ozero Cherlivoye	id=g:871461
Ozero Pirozhnikovo	id=g:871462
Ozero Bol’shoye Porshnevo	id=g:871463
Porog Medvezhiy	id=g:871464
Porog Krivoy	id=g:871465
Pristan’ Plotina	id=g:871466
Porog Gryaznaya Kukhnya	id=g:871467
Porog Krasivyy	id=g:871468
Ozero Sennoye	id=g:871469
Gora Peschanaya	id=g:871470
Ozero Verkhneye Letneye	id=g:871471
Ozero Nizhhneye Letneye	id=g:871472
Kuzhorskoye Vodokhranilishche	id=g:871473
Ozero Pervoye Krokhino	id=g:871474
Ozero Bol’shoye Krokhino	id=g:871475
Ozero Bol’shoye Morozovo	id=g:871476
Ostrov Khiposnyy	id=g:871477
Ostrov Zasheyechnyy	id=g:871478
Ostrova Kamennyye	id=g:871479
Ostrova Oboronnyye	id=g:871480
Varatskaya Guba	id=g:871481
Ozero Krivoye	id=g:871482
Ozero Slyudozero	id=g:871483
Ozero Kal’dozero	id=g:871484
Ozero Kenozero	id=g:871485
Razvaliny Kenozerskiy	id=g:871486
Domashnyaya	id=g:871487
Prud Rafailovskiy	id=g:871488
Ozëra Nozhevki	id=g:871489
Ozero Palenoye	id=g:871490
Kamennaya	id=g:871491
Gora Lisiy Bor	id=g:871492
Ozero Vetryanoye	id=g:871493
Ozero Kunichnoye	id=g:871494
Ozero Salma	id=g:871495
Ozero Sennoye	id=g:871496
Ozero Chashskoye	id=g:871497
Ozero Vigachozero	id=g:871498
Ozero Kasach’ye	id=g:871499
Ozero Dolgoye	id=g:871500
Ozero Sharozero	id=g:871501
Ozero Ryapuks	id=g:871502
Ozero Bednoye	id=g:871503
Ozero Danilovo	id=g:871504
Ozero Dal’neye	id=g:871505
Ozero Yazevoye	id=g:871506
Ozero Kamennoye	id=g:871507
Ozero Glubokoye	id=g:871508
Krasnyy Rybak	id=g:871509
Bryanskiy Rybozavod	id=g:871510
Rybnadzor Staryy Bakhtemir	id=g:871511
Chervyanoy	id=g:871512
Zarubikha	id=g:871513
Tipunkova	id=g:871514
Malyy Oleniy	id=g:871515
Urochishche Peski	id=g:871516
Teriberskiy Mayak	id=g:871517
Ozero Vtoroye Titovskoye	id=g:871518
Ozero Tret’ye Titovskoye	id=g:871519
Zelenetskiy	id=g:871520
Ozero Zelenetskoye	id=g:871521
Ozero Nizhneye Zelenetskoye	id=g:871522
Zelenetskiy Kryazh	id=g:871523
Fëdorovskiy	id=g:871524
Voron’yë	id=g:871525
Banka Chechenskaya	id=g:871526
Banka Bakhtemirskaya	id=g:871527
Banka Tbilisi	id=g:871528
Banka Signal	id=g:871529
Banka Tyulen’ya	id=g:871530
Bryanskiy Kanal	id=g:871531
Urochishche Sladkiy Kultuk	id=g:871532
Kutan Kolkhoza Put’ Lenina	id=g:871533
Achisu	id=g:871534
Topchiyevskiy Kanal	id=g:871535
Urochishche Burzhal’skoye	id=g:871536
Oguzerskiy Kanal	id=g:871537
Kutan Kolkhoza Imeni Gadzhiyeva	id=g:871538
Balka Alganburun	id=g:871539
Balka Kuruterek	id=g:871540
Chanruchey	id=g:871541
Ruchey Gremikha	id=g:871542
Uritsa	id=g:871543
Korabel’naya Pakhta	id=g:871544
Guba Bol’shaya Lukovaya	id=g:871545
Mys Lukovoy	id=g:871546
Bukhta Solënaya	id=g:871547
Guba Sennukha	id=g:871548
Guba Kislukha	id=g:871549
Urochishche Morskoy Biryuchok	id=g:871550
Polevoy Stan Sovkhoza Kaspiyskiy	id=g:871551
Urochishche Kalmytskaya Pristan’	id=g:871552
Motka-Sredniy	id=g:871553
Pisku	id=g:871554
Ruchey Korabel’nyy	id=g:871555
Banka Peschanaya	id=g:871556
Bol’shaya Eyna	id=g:871557
Ruchey Zheleznyy	id=g:871558
Gora Gorodetskaya	id=g:871559
Bol’shaya Korabel’naya	id=g:871560
Malaya Korabel’naya	id=g:871561
Mys Konëv	id=g:871562
Utës Gremyashinskaya Pakhta	id=g:871563
Skalistyy	id=g:871564
Puzyrëvo	id=g:871565
Tipunova	id=g:871566
Banka Stanovaya	id=g:871567
Medvezh’i Vkhodnyye	id=g:871568
Kil’dinskiy Zapadnyy	id=g:871569
Kol’skiy	id=g:871570
Navolok	id=g:871571
Ozero Sigun’yarvi	id=g:871572
Ostrov Starichikhin	id=g:871573
Golubaya Niva	id=g:871574
Tselinnyy	id=g:871575
Ordynskiy	id=g:871576
Achkosa	id=g:871577
Liman Kochkovatyy	id=g:871578
Khanskiy Liman	id=g:871579
Liman Biryuchiy Tretiy	id=g:871580
Liman Sladko-Ryasnyy	id=g:871581
Yerik Biryuchka	id=g:871582
Yerik Vyrvikhvost	id=g:871583
Rybpunkt Talgirskiy	id=g:871584
Milashevskiy Liman	id=g:871585
Lozovskoy Liman	id=g:871586
Liman Ryasnyy	id=g:871587
Kanal Gor’kovskoye Girlo	id=g:871588
Morskoy Rybolovnyy Port Temryukskiy	id=g:871589
Liman Kruglyy Solënyy	id=g:871590
Gor’kovskiy Shlyuz	id=g:871591
Pionerlager’ Chayka	id=g:871592
Rybzavod Bol’shiye Zhesteri	id=g:871593
Chernoyerkovskiy Opresnitel’nyy Kanal	id=g:871594
Liman Bashtovoy	id=g:871595
Ostrova Pomidory	id=g:871596
Liman Bol’shoy Kushchevatyy	id=g:871597
Liman Malyy Kushchevatyy	id=g:871598
Konovalovskiy Liman	id=g:871599
Liman Komkovatyy	id=g:871600
Liman Furtovyy	id=g:871601
Varavinskiy Kanal	id=g:871602
Safokiyevskiy Liman	id=g:871603
Grugskiy Liman	id=g:871604
Yerik Ternovatyy	id=g:871605
Grekovskiy Liman	id=g:871606
Yerik D’yakoniyevskiy	id=g:871607
Baza Otdykha Kuchugury	id=g:871608
Frunze	id=g:871609
Orekhov Kut	id=g:871610
Nizhnyaya Gostagayka	id=g:871611
Vestnik	id=g:871612
Rozy Lyuksemburg	id=g:871613
Zakubanskiy	id=g:871614
Prikubanskiy	id=g:871615
Yuzhnyy Sklon	id=g:871616
Ivanov	id=g:871617
Verkhniy Khanchakrak	id=g:871618
Otdeleniye Nomer Odin Sovkhoza Komsomol’skiy	id=g:871619
Sovkhoz Strelka	id=g:871620
Otdeleniye Nomer Tri Sovkhoza Raduga	id=g:871621
Ostrov Bul’bek	id=g:871622
Kiziltashskiy Val	id=g:871623
Liman Ordynskiy	id=g:871624
Psif	id=g:871625
Kudako	id=g:871626
Nepil’	id=g:871627
Kobza	id=g:871628
Psebeps	id=g:871629
Chekups	id=g:871630
Varnavinskiy Sbrosnoy Kanal	id=g:871631
Yuzhnyy Magistral’nyy Sbrosnoy Kanal	id=g:871632
Kurchanskiy Rybkhoz	id=g:871633
Svet	id=g:871634
Khan’kov	id=g:871635
Krayniy	id=g:871636
Zakatay	id=g:871637
Teteryatnik	id=g:871638
L’vovskiy	id=g:871639
Novokalinovka	id=g:871640
Kovalenko	id=g:871641
Fadeyevo	id=g:871642
Les Zapovednik	id=g:871643
Malyy Chekop	id=g:871644
Kalinovka Vtoraya	id=g:871645
Udarnoye	id=g:871646
Gvardeyskoye	id=g:871647
Imeni Karla Marksa	id=g:871648
Neftepromysel	id=g:871649
Neftepromyslovyy	id=g:871650
Vodnik	id=g:871651
Otdeleniye Nomer Pyat’ Sovkhoza Ordynskiy	id=g:871652
Otdeleniye Nomer Tri Sovkhoza Ordynskiy	id=g:871653
Ostanovochnyy Punkt 30 km	id=g:871654
Ostanovochnyy Punkt 23 km	id=g:871655
Otdeleniye Nomer Chetyre Sovkhoza Ordynskiy	id=g:871656
Ostrov Baklan	id=g:871657
Podpakhta	id=g:871658
Ostrov Pankrat’yeva	id=g:871659
Guba Zakhrebetnaya	id=g:871660
Guba Krasnaya	id=g:871661
Guba Shubina	id=g:871662
Guba Peschanaya	id=g:871663
Guba Vyashchina	id=g:871664
Guba Shirokaya	id=g:871665
Tryashchina	id=g:871666
Proliv Bol’shoy Oleniy	id=g:871667
Zarubikha	id=g:871668
Mys Glyaden’	id=g:871669
Ostrov Medvedko	id=g:871670
Ostrov Krechetov	id=g:871671
Balka Khar-Zukha	id=g:871672
Bol’shoy Padun	id=g:871673
Gora Kus’kul’vun	id=g:871674
Balka Sukhaya Padina	id=g:871675
Urochishche Promoy	id=g:871676
Yabtarkatosë	id=g:871677
Yardotosë	id=g:871678
Promoy	id=g:871679
Krest-Yakhako	id=g:871680
Mys Ngabtenasalya	id=g:871681
Ozero Ngabtenato	id=g:871682
Ozero Roman-Yakhato	id=g:871683
Urochishche Pamenduykhoy	id=g:871684
Vangdetosë	id=g:871685
Malaya Kambal’nitsa	id=g:871686
Khosedasë	id=g:871687
Otnurok	id=g:871688
Nura	id=g:871689
Mindyak	id=g:871690
Aptyukaykino	id=g:871691
Dom Invalidov	id=g:871692
Kordonnyy	id=g:871693
Gora Barskaya Shishka	id=g:871694
Gora Malinovaya	id=g:871695
Gora Kirel’	id=g:871696
Khrebet Yukaly	id=g:871697
Gora Ryastaktash	id=g:871698
Gora Galishinskiy Kamen’	id=g:871699
Urochishche Mindyakskiye Baraki	id=g:871700
Gora Vishnëvyy Dol	id=g:871701
Gora Agastat	id=g:871702
Khrebet Yalangas	id=g:871703
Gora Shirokaya	id=g:871704
Gora Rassypnaya	id=g:871705
Khrebet Karagas	id=g:871706
Gora Suyame	id=g:871707
Gora Tanotlysh	id=g:871708
Gora Shiktash	id=g:871709
Gora Chërnaya	id=g:871710
Kochkari	id=g:871711
Gora Kalpak	id=g:871712
Gora Shakitar	id=g:871713
Gora Stolby	id=g:871714
Gora Krasnyy Obval	id=g:871715
Khrebet Izerskiye Zubchatki	id=g:871716
Gora Kulebakskaya	id=g:871717
Gora Barangul	id=g:871718
Gora Krutaya	id=g:871719
Gory Moseyevy	id=g:871720
Gora Malakhov Kamen’	id=g:871721
Malaya Vainyuktuyakha	id=g:871722
Gora Selyausin	id=g:871723
Gora Bulyay Boy	id=g:871724
Ozero Greshnoye	id=g:871725
Gora Ulu Baynas	id=g:871726
Gora Ayutash	id=g:871727
Greshnaya	id=g:871728
Urochishche Mashak	id=g:871729
Gora Mashak	id=g:871730
Malaya Bachurka	id=g:871731
Khrebet Kyumerdyak	id=g:871732
Sopka Khemseda	id=g:871733
Ngobsë	id=g:871734
Ozero Ngobto	id=g:871735
Urochishche Ngevsalyadobta	id=g:871736
Gora Mashak	id=g:871737
Urochishche Nyadango	id=g:871738
Gora Razvorotnaya	id=g:871739
Gora Bol’shoy Sharshalybiik	id=g:871740
Gora Syrt	id=g:871741
Gora Shirokaya	id=g:871742
Gora Berëzovaya	id=g:871743
Gora Listvennaya	id=g:871744
Khrebet Mashak	id=g:871745
Gora Medvezh’ya	id=g:871746
Gora Kharitonova	id=g:871747
Gora Kruglaya Shishka	id=g:871748
Gora Bol’shoy Shelom	id=g:871749
Gora Yermilova	id=g:871750
Malaya Kekurnaya	id=g:871751
Gora Dolgaya	id=g:871752
Gora Poludennaya	id=g:871753
Gora Sukhaya	id=g:871754
Yagel’naya	id=g:871755
Ozero Ngosaveyto	id=g:871756
Gora Kalinniki	id=g:871757
Gora Volch’ya Shishka	id=g:871758
Bol’shoye Tane	id=g:871759
Ozero Solënoye	id=g:871760
Khrebet Sukhikh Gor	id=g:871761
Malyy Paarkov	id=g:871762
Bol’shaya Khyng”yakha	id=g:871763
Novaya Mikhaylovka	id=g:871764
Malaya Khyng”yakha	id=g:871765
Sopka Bol’shaya Dorozhkina	id=g:871766
Gora Abdrakhmanova	id=g:871767
Dorozhkina	id=g:871768
Urochishche Krasnaya Polyana	id=g:871769
Chivkin	id=g:871770
Sopki Peschanyye	id=g:871771
Gora Karatash	id=g:871772
Gora Malyy Pasynok	id=g:871773
Punochnaya	id=g:871774
Peschanaya	id=g:871775
Gora Poperechnaya	id=g:871776
Nyaltapenzya	id=g:871777
Medvezhiy	id=g:871778
Smolokurnya Sever’yanova	id=g:871779
Chernozëmnyy	id=g:871780
Gora Zherebchik	id=g:871781
Gora Finageyeva	id=g:871782
Cherepanovo	id=g:871783
Gora Septa	id=g:871784
Gora Akbiik	id=g:871785
Bychkovka	id=g:871786
Khrebet Bakty	id=g:871787
Komsomol	id=g:871788
Urdaly	id=g:871789
Gorelaya	id=g:871790
Gubistaya Tarka	id=g:871791
Ybeytarka	id=g:871792
Krivaya Tarka	id=g:871793
Syul’penzya	id=g:871794
Vagapenzya	id=g:871795
Kitovyy	id=g:871796
Sopkin	id=g:871797
Sopochnyy	id=g:871798
Vangutapenzya	id=g:871799
Sovk”yakha	id=g:871800
Vangutapenzya	id=g:871801
Vas’kina	id=g:871802
Gora Kantuntau	id=g:871803
Yabeleyakha	id=g:871804
Ngadaleyakha	id=g:871805
Gora Yuzhnaya Kovariga	id=g:871806
Gusinaya Tanayakha	id=g:871807
Gusinaya Vanepenzya	id=g:871808
Suluyanovskiy	id=g:871809
Arlyan	id=g:871810
Urochishche Tret’ya Polyana	id=g:871811
Izba Il’icha	id=g:871812
Bol’shoy Khobchikal	id=g:871813
Sarlopy	id=g:871814
Ostrov Nyadeyyu	id=g:871815
Gora Yarshagaz	id=g:871816
Sopochnaya	id=g:871817
Kharobkop’yun	id=g:871818
Sarkovka	id=g:871819
Nar’yanpenzya	id=g:871820
Glukhoy	id=g:871821
Tabylgashty	id=g:871822
Pokoynyy	id=g:871823
Marat Bay	id=g:871824
Strel’nyy	id=g:871825
Ostrov Prolivnoy	id=g:871826
Mata	id=g:871827
Chërnyy	id=g:871828
Kosoy	id=g:871829
Seranova	id=g:871830
Itkul’kin Klyuch	id=g:871831
Uana	id=g:871832
Khrebet Bashtash	id=g:871833
Kuzha Bayda	id=g:871834
Gorodskoy	id=g:871835
Teronakskiy	id=g:871836
Malyy Kul’bakskiy	id=g:871837
Gorodskoy Klyuch	id=g:871838
Vishnëvyy Dol	id=g:871839
Verkhnyaya Mata	id=g:871840
Sikiyaztamak	id=g:871841
Shushpa	id=g:871842
Sokoliy	id=g:871843
Bukhta Sokol’ya	id=g:871844
Levyy Otnurok	id=g:871845
Sredniy Otnurok	id=g:871846
Svyatonosskiy	id=g:871847
Chërnyy Klyuch	id=g:871848
Mys Nataliy Navolok	id=g:871849
Mys Chaichiy	id=g:871850
Bezymyanka	id=g:871851
Gora Yazgyyurt	id=g:871852
Proliv Zapadnyy	id=g:871853
Proliv Vitte	id=g:871854
Proliv Malyye Vorota	id=g:871855
Mys Medvezhiy	id=g:871856
Glubokiy	id=g:871857
Kalpak	id=g:871858
Bukhtovka	id=g:871859
Kavachikhovaya	id=g:871860
Akhney	id=g:871861
Kachalovka	id=g:871862
Bukhta Malyye Klyatny	id=g:871863
Bukhta Bol’shiye Klyatny	id=g:871864
Savikha	id=g:871865
Bukhta Bezymyannaya	id=g:871866
Kapkalka	id=g:871867
Ostrov Glyadkiy Nos	id=g:871868
Bukhta Sukhaya	id=g:871869
Mursalimkino	id=g:871870
Urochishche Varzino	id=g:871871
Narinskiy Vtoroy	id=g:871872
Nokuyev	id=g:871873
Bystryy	id=g:871874
Karagayka	id=g:871875
Bol’shoy Kamennyy	id=g:871876
Sukhoy	id=g:871877
Gora Koleshka	id=g:871878
Stantsiya Suleya	id=g:871879
Pervomayskiy	id=g:871880
Mezhgornyy	id=g:871881
Malyy Berdyash	id=g:871882
Kochkari	id=g:871883
Stantsiya Polovinka-Katavskaya	id=g:871884
Polovinka	id=g:871885
Stantsiya Vyazovaya	id=g:871886
Stantsiya Krasnaya Gorka	id=g:871887
Stantsiya Yuryuzan’	id=g:871888
Ostanovochnyy Punkt Minka	id=g:871889
Ostanovochnyy Punkt Yakhino	id=g:871890
Stantsiya Katav-Ivanovsk	id=g:871891
Raz”yezd Rudnichnoye	id=g:871892
Ostanovochnyy Punkt 44 km	id=g:871893
Sovkhoznyy	id=g:871894
Ostanovochnyy Punkt 20 km	id=g:871895
Stantsiya Bakal	id=g:871896
Lazya	id=g:871897
Ostanovochnyy Punkt Tyubelyas	id=g:871898
Shardaly	id=g:871899
Kumma	id=g:871900
Ozero Nizhneye Kumzhozero	id=g:871901
Ozero Luitpainym”yavr	id=g:871902
Ozero Aleksandrovo	id=g:871903
Mys Belyy	id=g:871904
Nasi	id=g:871905
Khrebet Kozinyy	id=g:871906
Gora Toporina	id=g:871907
Bukhta Lodygino	id=g:871908
Kamennyye Gory	id=g:871909
Osinovyy Khrebet	id=g:871910
Ozero Zhilovskoye	id=g:871911
Ozero Tannash	id=g:871912
Lakly	id=g:871913
Khrebet Kurgush	id=g:871914
Khrebet Bol’shaya Suka	id=g:871915
Gora Osinovaya	id=g:871916
Gora Mayak	id=g:871917
Gora Kurgashka	id=g:871918
Brusnichnyy	id=g:871919
Khrebet Yamantau	id=g:871920
Khrebet Shuyda	id=g:871921
Vakiarka	id=g:871922
Bukhta Zapadnaya Bolvanskaya	id=g:871923
Khrebet Yukala	id=g:871924
Khekheyakha	id=g:871925
Khrebet Aksarka	id=g:871926
Gory Katavskiye Shishki	id=g:871927
Ostrova Novosil’tseva	id=g:871928
Oleniy Severo-Zapadnyy	id=g:871929
Mys Yango	id=g:871930
Ostrov Dzhensona	id=g:871931
Gora Tyapkina	id=g:871932
Gora Strelitsa	id=g:871933
Gora Vinnaya	id=g:871934
Faktoriya Guba Dolgaya	id=g:871935
Ostrov Lageysnogo	id=g:871936
Gora Barkhotina	id=g:871937
Gora Zav’yalikha	id=g:871938
Ostrov Rogatyy	id=g:871939
Ostrov Brovtsyna	id=g:871940
Ostrov Chernysheva	id=g:871941
Mys Skalistyy	id=g:871942
Ostrov Polilova	id=g:871943
Ostrov Bol’shoy Sem’yanov	id=g:871944
Ostrov Yevlana	id=g:871945
Mys Omasalya	id=g:871946
Ostrov Malyy Voronov	id=g:871947
Mys Yasurasalya	id=g:871948
Letnik Put’ Oktyabrya	id=g:871949
Ostrova Rogozina	id=g:871950
Padchina	id=g:871951
Bukhta Yuzhnaya	id=g:871952
Bukhta Severnaya	id=g:871953
Gora Van’kova	id=g:871954
Ilynka	id=g:871955
Gora Krasnaya Repka	id=g:871956
Gora Suleya	id=g:871957
Istrut’	id=g:871958
Bukhta Nerpich’ya	id=g:871959
Shulemka	id=g:871960
Berdyash	id=g:871961
Bol’shoy Berdyash	id=g:871962
Rakhmenki	id=g:871963
Bol’shoy Abdrakhmanov	id=g:871964
Akhrap	id=g:871965
Bol’shaya Sil’ga	id=g:871966
Myagkiy	id=g:871967
Melkaya	id=g:871968
Mys Krivenera	id=g:871969
Ostrov Kotel’nikova	id=g:871970
Ostrov Luda Chërnaya	id=g:871971
Zaliv Gavrilova	id=g:871972
Zaliv Gerasimova	id=g:871973
Zaliv Dlinnyy	id=g:871974
Ostrov Chetvërtaya Luda	id=g:871975
Ostrov Tret’ya Luda	id=g:871976
Zhilgorodok	id=g:871977
Bukhta Lakhta Miron	id=g:871978
Bukhta Lakhta Zayach’ya	id=g:871979
Polyarnaya Stantsiya Imeni Fëdorova	id=g:871980
Razvaliny Suleymanka	id=g:871981
Irkuskan	id=g:871982
Mul’katovo	id=g:871983
Verkhneye Absalyamovo	id=g:871984
Zagora	id=g:871985
Pobeda	id=g:871986
Turnaly	id=g:871987
Novomukhametovo	id=g:871988
Novoyaushevo	id=g:871989
Gora Zapashka	id=g:871990
Gora Bol’shoy Munchug	id=g:871991
Staromeshcherovo	id=g:871992
Yasinovo	id=g:871993
Yelanysh	id=g:871994
Gora Shchelkantau	id=g:871995
Urak	id=g:871996
Gora Ustutau	id=g:871997
Voskhod	id=g:871998
Gora Vishennaya	id=g:871999
Medyatovskaya Ferma	id=g:872000
Gora Sakmatau	id=g:872001
Zagotskot	id=g:872002
Vaselga	id=g:872003
Lakay	id=g:872004
Letnik Bal’zyak	id=g:872005
Letnik Traktor	id=g:872006
Gora Tolon	id=g:872007
Letnik Magmuriya	id=g:872008
Sikiyazik	id=g:872009
Gora Duvanskaya	id=g:872010
Gora Etentau	id=g:872011
Gora Pastukhova	id=g:872012
Urochishche Panfilovskoye	id=g:872013
Urochishche Satyyevo	id=g:872014
Yelanysh	id=g:872015
Ach’yak	id=g:872016
Kushkayak	id=g:872017
Gora Ichkul’tau	id=g:872018
Gora Sostube	id=g:872019
Urochishche Novaya Derevnya	id=g:872020
Urochishche Ozerki	id=g:872021
